judge,prompt_id,u_n1,u_n2,u_n4,u_n8,u_n16,u_n32,u_n64,u_n128,u_n256,u_n512
Phi-3.5-mini-instruct,neutral_sum_013,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_014,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_015,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0
Phi-3.5-mini-instruct,neutral_sum_016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_017,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
Phi-3.5-mini-instruct,neutral_sum_018,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_019,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_020,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_021,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_022,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_023,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_024,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_025,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
Phi-3.5-mini-instruct,neutral_sum_026,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_027,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0
Phi-3.5-mini-instruct,neutral_sum_028,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5
Phi-3.5-mini-instruct,neutral_sum_029,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_030,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_031,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_032,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
Phi-3.5-mini-instruct,neutral_sum_033,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_034,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_035,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_036,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Phi-3.5-mini-instruct,neutral_sum_037,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Phi-3.5-mini-instruct,neutral_sum_039,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
